"ID","liveness","loudness","danceability","song_duration_ms","time_signature","audio_valence","energy","tempo","acousticness","speechiness","key","instrumentalness","audio_mode","song_popularity"
281,NA,-7.462,0.769,167755,4,0.899,0.718,98.029,0.16,0.169,6,NA,0,36
282,NA,-4.08,0.64,262533,4,NA,NA,122.035,0.269,0.0379,10,0,1,83
283,0.455,-6.715,0.573,230712,5,0.232,0.591,86.721,0.0107,NA,11,0,NA,71
284,0.0773,NA,NA,150520,4,0.913,0.844,NA,0.139,0.0412,2,0.0473,0,41
285,NA,-10.145,NA,160403,4,0.243,0.351,129.981,0.892,0.0707,NA,NA,1,46
286,NA,-4.162,0.584,224520,4,0.364,0.788,NA,0.252,NA,0,7.59e-06,NA,61
287,NA,NA,0.835,NA,4,NA,0.626,NA,0.0589,NA,1,NA,1,98
288,0.0655,-6.264,0.898,200465,4,NA,NA,125.011,0.424,0.111,NA,0,NA,57
289,0.368,-9.212,0.865,99759,4,NA,0.338,83.048,NA,0.219,NA,NA,NA,58
290,0.256,NA,NA,NA,4,0.769,0.661,NA,NA,0.0687,1,NA,0,77
291,NA,NA,0.611,NA,NA,0.522,0.981,115.97,0.000253,0.0516,NA,0.0155,1,55
292,0.087,-2.887,0.642,182400,4,NA,0.933,NA,0.0657,NA,NA,1.04e-05,0,67
293,0.116,-9.617,0.534,188664,4,NA,0.445,156.01,0.0483,0.0351,7,7.25e-05,NA,38
294,0.0941,-11.173,0.914,217846,4,NA,0.467,130.006,NA,0.0935,7,2.07e-05,NA,65
295,0.0707,-4.785,0.863,178080,4,0.698,0.584,NA,NA,NA,11,0,0,65
296,0.193,-13.591,NA,148093,4,NA,0.115,96.671,0.589,0.0274,7,4.47e-06,NA,0
297,0.195,-5.191,0.786,148040,4,NA,NA,NA,0.723,NA,2,0,1,69
298,NA,NA,0.684,196214,4,0.702,0.816,121.993,0.0181,0.0322,10,0,0,81
299,NA,-11.351,0.554,169706,4,0.902,0.368,143.693,0.814,0.0352,9,0,1,28
300,0.558,NA,0.759,448235,NA,0.24,NA,NA,NA,NA,10,0.643,0,37
301,0.565,-9.809,0.315,NA,4,NA,0.728,NA,0.00022,0.0511,4,NA,0,4
302,0.0826,-4.422,NA,194323,NA,NA,0.642,165.984,NA,NA,NA,NA,1,64
303,NA,-1.845,0.783,184279,4,NA,NA,NA,0.206,0.218,5,0,0,55
304,0.0928,-10.106,0.453,NA,NA,NA,NA,151.362,NA,0.0366,NA,0,NA,37
305,0.206,NA,NA,198000,NA,NA,0.471,NA,0.404,NA,6,NA,0,0
306,0.102,-9.455,0.63,NA,4,0.271,0.214,124.982,0.924,0.0301,NA,2.65e-05,0,61
307,0.0873,-10.742,0.619,299440,4,0.577,0.584,NA,0.0154,0.0255,8,2.47e-05,NA,56
308,0.0964,-3.419,0.742,NA,4,0.978,NA,NA,0.333,0.0329,0,7.51e-06,1,73
309,NA,-9.764,0.451,281596,4,0.21,0.503,193.244,NA,0.373,2,1.94e-06,NA,49
310,0.231,NA,0.572,NA,4,0.323,0.385,NA,0.371,0.0308,7,0,1,87
311,0.0954,NA,0.722,183609,NA,NA,0.84,126.97,0.00807,NA,NA,NA,0,22
312,0.0455,NA,NA,168360,4,NA,NA,NA,0.541,NA,0,0.719,1,6
313,0.114,-9.05,0.633,NA,4,0.225,NA,79.079,0.349,0.0268,9,0,1,52
314,NA,NA,0.538,94205,3,0.328,NA,70.826,NA,NA,0,0.929,NA,60
315,0.535,NA,NA,206718,NA,NA,0.977,128.012,NA,0.0934,5,NA,NA,33
316,0.0679,-5.946,0.773,269186,NA,NA,0.819,92.99,0.426,0.118,0,0,0,82
317,0.113,-10.995,NA,232853,4,0.321,0.376,103.851,0.865,0.0307,2,0.000121,NA,71
318,0.236,-6.285,0.895,286160,4,0.734,NA,107.654,NA,0.224,6,0,0,45
319,0.126,NA,NA,336613,4,0.147,0.304,147.989,0.943,0.0302,1,0.303,1,72
320,0.0993,-6.891,0.785,190877,4,0.47,NA,151.027,0.0064,0.315,0,0,1,19
321,NA,-9.448,0.519,231760,NA,0.714,0.515,80.329,0.61,0.031,NA,NA,1,67
322,0.108,-3.168,0.749,NA,4,0.68,0.907,124.958,0.141,0.0638,6,NA,1,74
323,0.0911,-6.222,0.841,NA,4,NA,NA,122.984,0.00474,NA,0,0.0121,NA,69
324,0.0695,NA,0.865,NA,4,0.644,0.571,NA,0.0051,0.0841,1,0.00853,1,38
325,0.142,NA,0.841,255608,4,0.881,0.644,108.003,0.594,NA,9,0.00402,NA,70
326,0.0962,NA,NA,175466,4,NA,NA,180.293,0.71,0.183,6,NA,0,77
327,0.106,NA,NA,223503,4,0.595,NA,112.956,NA,0.134,10,0,1,77
328,0.138,NA,0.388,403186,3,0.172,0.609,120.005,0.385,0.0402,2,NA,1,57
329,NA,-4.004,NA,276813,4,0.778,NA,103.206,0.0652,0.147,11,0,0,26
330,0.137,-4.405,0.706,NA,NA,NA,0.847,124.906,0.106,NA,NA,0.0888,0,54
331,0.0601,NA,NA,343360,4,0.418,0.605,147.736,NA,0.0837,0,NA,NA,58
332,0.102,-22.608,0.267,227874,4,NA,0.0213,57.178,0.987,0.0497,5,0.919,1,68
333,NA,-3.517,0.507,NA,NA,NA,0.99,135.053,2.28e-05,NA,0,0,NA,48
334,NA,-15.399,0.264,371320,4,NA,0.122,148.658,NA,NA,NA,0.349,1,72
335,0.364,NA,0.236,244813,4,0.259,0.823,175.38,0.699,0.0863,4,NA,1,42
336,0.0911,NA,NA,191841,NA,NA,0.779,NA,0.386,NA,5,0,1,37
337,NA,-5.87,NA,182989,NA,0.186,NA,NA,0.0204,NA,11,0.77,0,40
338,0.181,-8.103,0.734,238000,4,0.961,0.744,NA,NA,0.0391,9,0,NA,23
339,0.125,NA,0.761,202126,NA,NA,0.476,75.993,0.00432,NA,NA,0.347,NA,24
340,0.0222,-5.211,0.684,196214,NA,0.702,0.816,121.993,NA,0.0322,10,0,NA,81
341,0.0855,-12.631,NA,NA,4,NA,0.883,NA,0.0207,NA,1,NA,1,29
342,0.22,-7.909,0.598,NA,NA,0.214,0.661,NA,0.097,NA,7,0,0,31
343,0.154,NA,0.813,234133,NA,0.677,0.836,100.491,0.178,0.0881,7,6.63e-05,1,20
344,0.544,-8.281,0.773,NA,4,0.707,NA,103.861,0.836,0.0963,NA,2.42e-05,1,76
345,NA,-4.946,0.865,205120,4,0.755,0.844,NA,0.0582,0.311,NA,NA,1,63
346,0.0885,-21.218,NA,282044,4,NA,0.19,74.081,NA,0.0346,0,NA,1,49
347,0.198,-5.781,NA,199387,4,0.493,0.902,139.876,0.138,0.198,1,NA,NA,31
348,0.104,-7.621,NA,197436,NA,0.419,0.505,91.97,NA,0.253,9,NA,1,88
349,0.116,-10.659,0.594,223636,NA,0.419,NA,176.279,0.601,NA,10,NA,0,43
350,0.297,-3.886,0.257,308666,4,0.294,NA,150.818,0.137,0.0411,7,NA,NA,67
351,0.133,-5.756,0.474,195986,4,0.503,0.594,86.131,0.0292,0.0289,11,0,1,80
352,0.779,NA,NA,130293,4,NA,0.725,145.123,0.53,0.357,NA,NA,1,4
353,0.571,-17.117,0.765,NA,4,0.506,0.29,92.409,0.0279,NA,NA,1.02e-06,NA,72
354,NA,-7.916,NA,NA,4,0.272,0.496,134.953,NA,0.031,0,NA,0,52
355,0.15,-9.926,0.707,292573,NA,0.888,NA,NA,0.0326,0.229,6,NA,NA,1
356,0.0551,-10.469,0.666,NA,4,0.424,NA,80.109,0.045,0.362,NA,NA,1,33
357,NA,-6.091,0.775,188013,4,0.273,0.823,130.041,0.000954,0.271,1,0,NA,76
358,0.0751,NA,0.563,169996,4,0.954,NA,NA,0.263,NA,NA,NA,1,59
359,0.752,NA,0.754,225173,4,0.784,NA,93.77,0.137,NA,4,0,NA,71
360,0.113,-6.077,NA,167911,4,NA,0.617,NA,0.179,NA,8,NA,NA,70
361,0.104,-10.669,NA,162185,4,0.33,NA,72.952,0.857,0.0321,2,0,1,64
362,NA,-11.49,0.523,NA,NA,0.106,0.438,126.028,0.867,0.0356,0,0.0723,0,68
363,NA,-3.922,NA,NA,NA,0.389,0.859,139.931,0.0323,NA,4,0,0,84
364,0.0606,-6.046,0.61,210133,4,0.819,0.824,NA,0.0136,0.0534,4,NA,1,64
365,0.386,-3.858,0.478,177280,NA,0.703,0.915,154.955,0.00584,NA,8,0,1,68
366,0.074,-6.414,0.827,194363,4,NA,NA,100.037,0.0291,0.0481,1,NA,1,59
367,0.088,NA,0.601,239600,4,0.552,NA,128.262,0.112,0.0314,2,0.00209,1,73
368,NA,-4.438,0.824,NA,NA,0.809,NA,135.413,NA,NA,0,NA,1,33
369,0.167,-12.103,0.267,NA,4,0.314,0.356,92.272,0.773,0.0317,8,NA,1,59
370,0.116,-8.266,0.619,216293,3,NA,0.389,88.859,0.929,NA,7,NA,0,28
371,NA,NA,0.803,NA,4,0.264,NA,80.028,0.00757,0.523,1,0.00044,NA,7
372,0.342,-6.563,NA,247976,NA,0.504,0.518,NA,NA,NA,NA,NA,1,62
373,NA,-18.42,0.208,202546,NA,NA,0.134,170.241,0.992,NA,3,NA,NA,62
374,NA,-11.692,NA,330800,4,0.531,0.741,126.042,0.0634,NA,7,0.00155,1,46
375,NA,-7.19,0.662,NA,4,0.11,NA,126.059,0.0271,0.0447,NA,0.0511,NA,71
376,0.118,NA,0.48,228252,4,NA,0.531,75.055,0.0191,0.0281,7,NA,1,40
377,NA,NA,0.248,274532,4,NA,NA,169.784,NA,NA,2,0.0291,1,70
378,NA,-8.573,0.666,NA,4,NA,0.786,NA,NA,NA,10,0.000218,NA,68
379,NA,NA,0.433,NA,NA,0.54,NA,82.998,0.00148,0.0296,NA,0.00107,NA,62
380,0.487,-8.353,0.85,221797,NA,0.429,NA,129.833,0.467,NA,1,NA,0,51
381,0.0748,-6.995,NA,NA,NA,0.767,NA,120.016,0.292,0.141,4,4.09e-06,NA,52
382,0.0845,-3.191,0.701,239026,4,0.515,0.75,82.531,0.657,NA,5,3.13e-06,0,73
383,0.403,NA,0.356,NA,NA,0.167,NA,183.985,NA,0.172,4,0.000196,0,2
384,0.181,-9.049,0.313,209106,4,0.107,0.426,95.159,0.853,0.0435,8,0.00037,1,69
385,NA,NA,0.596,182573,4,NA,0.366,NA,NA,NA,10,NA,1,32
386,NA,-6.323,0.392,239506,4,NA,0.862,110.776,0.00403,0.17,0,0.00864,NA,29
387,0.351,-4.793,0.352,NA,4,NA,NA,179.795,NA,NA,NA,0,0,47
388,0.428,-5.978,NA,NA,4,NA,0.693,171.043,0.41,0.0361,7,0,NA,45
389,0.0865,-5.335,0.69,NA,NA,0.367,NA,NA,0.00425,0.199,5,0,1,28
390,0.0616,NA,0.728,NA,4,0.455,NA,114.145,0.401,0.0639,8,0,1,77
391,0.222,-4.796,0.615,176500,NA,0.0695,0.827,126.012,0.00306,0.0327,2,NA,0,60
392,0.12,-4.342,0.656,188689,4,NA,0.729,72.418,0.0229,0.205,5,0,1,40
393,0.47,-6.978,NA,NA,NA,0.556,0.872,NA,0.000149,0.0601,NA,NA,NA,46
394,NA,NA,0.672,NA,4,0.463,0.82,NA,0.0342,0.0767,0,6.67e-06,1,30
395,0.113,-10.315,NA,229320,4,0.112,0.586,98.035,0.102,0.0658,NA,0.317,0,44
396,0.126,-8.643,0.526,230626,4,0.43,NA,112.012,0.859,0.029,NA,0.0729,1,60
397,0.187,-6.795,0.776,206320,NA,0.618,NA,125.003,0.253,NA,11,3.12e-05,0,35
398,0.127,-3.475,0.875,272080,NA,0.549,0.631,120.002,NA,NA,1,NA,NA,40
399,0.124,NA,0.588,NA,4,0.414,0.641,120.056,NA,NA,6,0,NA,37
400,NA,-14.495,NA,238560,4,0.389,NA,136.311,0.901,0.0303,11,0.000308,NA,52
401,0.114,-10.445,0.486,400333,4,0.22,0.888,147.796,0.000644,NA,10,0.349,0,43
402,0.113,-5.646,0.689,180154,NA,0.161,0.77,140.079,0.041,0.0485,6,0.173,1,70
403,0.44,-8.053,0.298,341160,4,0.54,NA,75.592,NA,0.0408,2,1.46e-05,NA,19
404,0.127,NA,0.781,216613,4,0.961,0.645,120.983,0.0434,NA,NA,1.75e-06,1,3
405,0.355,-7.796,NA,182333,4,NA,NA,92.284,0.00395,0.05,10,0,NA,48
406,0.0941,-3.472,0.496,NA,4,NA,0.785,NA,0.0328,0.306,7,0,NA,6
407,NA,-10.928,0.777,35920,NA,0.349,0.376,112.639,0.826,0.794,8,0,1,12
408,NA,NA,0.452,229360,4,NA,0.818,124.474,0.135,0.0439,NA,2.72e-05,1,65
409,0.0541,-8.635,0.735,298640,4,0.789,0.61,91.951,0.598,0.0439,1,0,1,55
410,NA,-4.762,NA,NA,4,NA,0.789,143.029,0.0842,0.163,NA,0,NA,52
411,0.0956,-3.455,0.874,172138,4,0.665,0.699,NA,0.0563,NA,1,NA,1,62
412,0.528,-6.962,0.9,145603,NA,0.399,0.653,112.503,0.0945,NA,NA,0,0,91
413,0.128,NA,0.964,218260,4,0.338,NA,130.017,NA,NA,5,NA,NA,31
414,NA,-10.116,NA,NA,NA,0.325,0.548,NA,0.557,NA,4,0.000176,0,35
415,0.181,NA,0.811,238386,4,0.84,0.691,NA,0.111,NA,2,0.00483,1,60
416,0.0923,-8.926,0.535,NA,4,0.495,NA,99.935,0.0393,0.245,2,NA,NA,23
417,0.317,NA,0.655,184226,NA,0.832,0.782,79.427,0.375,0.185,1,0,1,70
418,0.106,-8.171,NA,184048,NA,0.0381,0.418,86.51,0.878,NA,5,NA,0,52
419,0.135,-3.109,NA,NA,NA,0.841,0.83,92.711,0.594,0.0397,5,2.98e-05,0,27
420,0.318,-3.431,0.229,241466,NA,NA,0.994,156.623,NA,0.22,6,0.00548,1,61
421,NA,NA,0.531,190000,NA,0.456,0.854,94.419,NA,NA,10,0,NA,90
422,0.114,-9.696,0.672,NA,4,NA,NA,NA,0.852,0.0247,3,0.0139,0,47
423,0.0864,-12.725,0.794,199245,4,NA,NA,140.063,NA,NA,8,0.694,1,60
424,NA,NA,0.415,466560,4,0.0935,0.456,NA,NA,NA,9,0.763,NA,55
425,NA,-7.167,0.627,194264,4,0.174,0.488,170.068,0.292,0.159,10,0.000375,1,56
426,0.631,NA,NA,162466,4,0.813,0.783,105.39,NA,0.0457,6,1.54e-06,1,75
427,0.0997,-7.837,0.356,193653,4,0.607,0.872,166.3,0.00417,0.068,NA,0.00975,NA,71
428,0.0782,-12.275,NA,234510,4,0.411,NA,120.016,0.00281,0.0601,NA,0.906,NA,60
429,0.111,-7.041,0.503,NA,3,NA,NA,159.919,NA,0.485,NA,0,0,45
430,0.157,-5.143,0.642,NA,4,0.887,0.648,165.984,0.0284,0.0575,9,0,1,63
431,0.108,-7.902,NA,NA,4,NA,0.672,168.019,0.0067,0.027,6,NA,1,72
432,NA,-9.256,NA,91750,NA,0.686,NA,NA,0.595,NA,2,0.852,0,55
433,0.559,-5.714,0.6,178120,4,0.598,0.546,104.451,NA,0.0691,0,0,1,21
434,0.0771,-5.946,0.843,270506,NA,0.615,0.805,94.946,0.142,0.269,4,NA,0,78
435,0.136,-5.843,NA,NA,4,0.374,0.563,145.028,0.354,NA,10,NA,NA,95
436,NA,NA,0.598,NA,NA,0.549,0.732,106.92,0.431,0.0259,5,3.31e-06,NA,44
437,0.083,-6.458,0.643,NA,4,NA,NA,NA,0.047,NA,10,0,NA,88
438,0.107,-6.997,0.741,NA,4,0.566,0.757,NA,0.0426,0.0435,11,0.0112,NA,47
439,NA,-6.753,NA,202962,4,NA,NA,161.993,0.00422,0.458,9,0,1,84
440,0.0568,-11.364,0.302,265906,NA,0.309,0.819,NA,NA,0.0824,11,0.000416,NA,4
441,0.121,-7.932,0.583,NA,4,NA,0.692,NA,0.193,0.362,NA,0,0,61
442,NA,-11.384,0.572,247373,4,NA,0.409,129.983,NA,0.0377,NA,NA,1,71
443,0.22,-6.364,0.583,229240,4,0.388,0.602,NA,0.368,NA,11,0,NA,72
444,NA,-7.284,0.706,NA,4,0.528,0.637,85.819,NA,0.37,NA,0,0,76
445,NA,NA,0.841,207546,4,NA,0.571,125.032,NA,0.102,5,0.00033,0,14
446,0.104,-5.328,0.616,NA,4,0.362,0.597,165.508,0.686,NA,8,NA,1,68
447,0.0769,NA,0.794,204000,4,0.769,0.748,100.039,0.00596,NA,8,0,1,25
448,0.0986,-5.034,0.509,NA,NA,0.695,0.689,NA,0.0994,0.245,NA,7.31e-05,NA,60
449,0.179,-10.484,NA,NA,4,0.394,NA,NA,0.0339,0.0347,9,NA,NA,82
450,NA,NA,0.674,NA,4,NA,NA,107.926,0.422,0.0721,1,0.00242,0,59
451,NA,NA,NA,237920,NA,0.819,NA,97.923,0.0532,NA,4,NA,NA,64
452,0.0705,-5.407,0.746,260645,4,0.596,0.511,185.949,0.41,NA,10,0.245,0,72
453,NA,NA,0.374,NA,4,0.301,0.927,NA,6.2e-05,0.0652,4,0.000177,1,69
454,0.106,-8.976,0.747,215625,4,0.66,0.444,144.138,0.431,0.386,0,1.25e-06,0,63
455,0.183,-4.506,0.716,NA,4,NA,0.831,159.978,NA,0.107,NA,0,0,41
456,0.234,NA,0.682,260066,NA,NA,0.505,89.954,NA,NA,1,0,1,62
457,0.0708,-4.897,0.661,296080,4,0.656,0.908,144.091,0.052,0.039,NA,0,1,75
458,0.138,-6.056,NA,218947,4,0.331,NA,NA,0.353,0.091,NA,0,0,68
459,0.0521,NA,0.404,214226,4,NA,0.531,NA,NA,NA,1,0,NA,39
460,0.0784,-9.456,0.643,269597,4,0.503,NA,113.583,0.823,0.392,0,0,1,26
461,0.0627,-3.683,NA,191973,4,0.909,0.877,133.263,0.148,0.0427,NA,2.36e-06,NA,80
462,0.149,-8.864,0.482,NA,NA,0.17,NA,134.799,0.0323,0.059,NA,0.00243,1,60
463,0.0698,-6.554,0.801,278386,4,0.805,0.908,NA,NA,0.221,2,0.000655,NA,80
464,0.944,-7.2,0.438,NA,1,0.311,0.653,108.36,NA,0.36,9,0,1,23
465,0.132,NA,0.58,206360,4,0.111,0.498,116.271,NA,NA,1,NA,NA,72
466,0.0822,-8.79,0.532,157106,4,0.715,NA,96.341,0.0253,NA,9,0,NA,62
467,0.214,NA,0.964,260240,NA,NA,0.605,129.994,0.0668,NA,9,7.78e-06,1,66
468,0.546,-6.595,NA,234240,NA,0.611,0.73,107.981,NA,0.0235,9,0.405,0,36
469,0.102,NA,0.193,214579,NA,0.0457,0.0325,NA,0.923,NA,7,0.903,1,58
470,0.0775,-12.357,0.761,NA,NA,0.883,0.449,161.489,0.145,0.109,NA,0,NA,44
471,0.599,-2.977,0.874,NA,4,0.332,0.59,126.033,0.0137,0.12,1,NA,1,35
472,0.214,-1.809,0.525,154962,NA,NA,NA,87.833,0.536,0.344,NA,NA,1,64
473,NA,-4,0.759,281826,NA,NA,0.78,157.961,0.0803,0.164,6,NA,NA,35
474,0.0956,-32.195,NA,NA,4,NA,0.0176,61.941,0.974,NA,4,NA,0,49
475,0.0902,-6.015,0.621,251466,4,0.741,NA,NA,0.0112,0.0416,10,0.492,NA,36
476,0.223,-16.661,0.676,168040,3,NA,0.103,NA,NA,0.0323,7,NA,1,0
477,0.329,-2.761,0.391,210850,4,0.398,0.8,NA,0.00977,NA,2,3.08e-06,1,65
478,NA,NA,0.659,233448,4,0.393,NA,113.952,0.401,0.0325,NA,6.7e-06,1,56
479,NA,-3.595,0.703,NA,4,0.589,0.73,128.017,0.189,NA,5,1.48e-05,0,52
480,NA,NA,0.439,NA,4,0.317,0.882,138.551,0.541,0.087,5,NA,NA,46
481,0.0837,-6.219,0.726,235973,NA,0.751,NA,107.02,0.0149,0.0473,1,NA,1,68
482,0.0936,-10.368,NA,167000,NA,0.836,0.525,174.16,0.516,0.0632,NA,NA,0,60
483,NA,-7.777,0.893,182538,4,0.427,NA,94.988,0.163,0.318,2,NA,NA,39
484,NA,NA,0.556,239440,4,0.469,0.426,106.029,0.542,0.0278,2,0,NA,39
485,0.184,-6.838,0.5,227152,3,0.436,NA,NA,0.787,NA,NA,NA,1,45
486,0.295,-8.883,0.692,NA,4,NA,0.538,NA,0.317,NA,4,NA,NA,65
487,NA,-11.381,0.481,NA,4,0.52,0.392,124.572,NA,0.0312,NA,0.0452,1,66
488,NA,-8.06,NA,NA,4,0.365,NA,94.582,0.0208,NA,7,4.38e-05,0,34
489,0.112,NA,NA,NA,NA,0.858,0.804,149.989,NA,0.0364,6,0,NA,60
490,0.172,-3.98,0.236,NA,4,0.403,0.971,159.001,NA,0.0987,6,3.87e-05,0,62
491,0.129,-6.547,NA,NA,4,NA,0.666,96.662,NA,NA,0,0.000699,1,72
492,0.104,NA,0.676,80000,NA,0.751,NA,75.109,NA,NA,NA,0.886,NA,56
493,NA,-4.516,0.647,189000,4,NA,0.853,103.846,NA,0.0904,8,0,NA,81
494,0.0628,NA,0.809,319920,NA,NA,0.573,123.961,NA,NA,NA,0.329,0,37
495,NA,-6.558,NA,210925,4,NA,0.899,NA,0.105,0.141,NA,0.000431,1,40
496,0.108,NA,0.385,134466,4,0.902,0.783,176.701,NA,0.233,9,NA,1,70
497,0.12,-6.279,0.719,237626,NA,0.786,0.671,130.027,0.0372,0.0336,8,8.21e-06,NA,72
498,0.338,-4.055,0.79,NA,4,0.267,0.629,170.023,NA,0.142,8,7.06e-06,NA,86
499,NA,-5.361,0.593,NA,4,NA,0.926,100.011,0.0355,0.0319,NA,0.0582,0,64
500,NA,-7.426,0.245,255133,4,0.105,0.64,NA,0.131,NA,NA,NA,0,15
501,NA,NA,NA,NA,4,0.405,0.396,88.415,0.342,0.166,NA,NA,0,49
502,0.081,-8.064,0.705,NA,4,0.909,0.657,97.464,0.64,NA,NA,NA,0,29
503,0.088,-5.743,0.726,196880,4,0.311,NA,144.034,0.0348,0.0766,NA,4.87e-05,1,37
504,0.0647,-9.434,NA,237217,NA,0.555,NA,79.709,0.755,0.0326,NA,NA,0,30
505,0.664,-5.257,NA,239959,4,0.893,0.821,115.403,0.0772,0.108,4,0.15,1,8
506,0.116,-4.096,0.552,NA,4,NA,NA,74.954,0.0174,NA,NA,1.98e-06,1,67
507,0.0608,-9.648,0.613,295000,4,NA,0.476,84.938,0.0448,0.0321,0,0,NA,58
508,0.152,-4.876,NA,223506,NA,NA,0.717,90.893,NA,NA,8,NA,NA,69
509,0.0554,-6.392,NA,300106,4,0.861,0.73,NA,0.565,NA,NA,5.33e-06,0,43
510,0.349,NA,NA,NA,NA,NA,NA,173.927,0.000209,0.0479,8,0.211,1,36
511,NA,NA,0.592,NA,NA,NA,0.867,NA,0.00658,0.049,NA,0,0,52
512,0.646,-12.781,0.524,NA,4,0.176,0.437,150.009,NA,NA,0,NA,0,39
513,NA,-3.872,0.689,NA,4,NA,0.828,NA,0.02,0.0556,NA,2.24e-05,NA,37
514,NA,-11.748,0.336,127520,3,0.265,0.673,NA,NA,0.0741,7,0.356,0,27
515,0.101,NA,0.719,NA,3,0.476,NA,140.059,0.229,0.0637,NA,0.853,NA,37
516,NA,-7.32,0.738,175399,NA,NA,0.776,NA,0.244,0.235,7,NA,1,20
517,0.0952,NA,0.468,188800,NA,0.383,0.201,94.422,0.915,0.0388,NA,8.28e-05,NA,72
518,0.123,-1.597,NA,256766,4,0.411,0.983,144.053,0.0558,NA,10,0.213,NA,18
519,0.402,NA,0.511,NA,NA,NA,0.97,160.044,0.000337,0.0531,5,1.4e-05,1,49
520,NA,-8.181,0.708,263600,NA,0.958,0.825,81.524,0.566,NA,NA,NA,NA,0
521,0.117,-10.065,0.431,172941,4,0.855,0.669,NA,NA,NA,2,0.0433,1,70
522,0.188,-6.89,0.603,NA,NA,0.229,0.617,136.066,NA,NA,NA,0.468,NA,47
523,NA,-6.671,0.538,243333,4,0.97,0.646,NA,0.466,0.0395,7,0,NA,46
524,0.104,-9.105,0.734,NA,4,0.37,0.415,87.841,NA,0.125,9,NA,0,41
525,0.0906,-6.362,NA,NA,NA,NA,0.979,152.875,0.0195,NA,0,0.0951,1,20
526,0.171,-10.381,0.673,NA,4,0.163,0.437,NA,0.142,0.156,0,0,0,46
527,0.043,NA,0.685,NA,4,0.948,0.494,112.982,0.733,0.0677,NA,0.00422,NA,44
528,0.321,-4.625,0.638,216167,NA,0.62,0.889,125.04,0.012,NA,10,0.49,0,58
529,NA,NA,NA,NA,4,NA,0.766,102.016,NA,NA,NA,NA,0,51
530,0.0725,-11.719,0.394,186186,NA,0.228,NA,136.12,NA,0.0346,NA,0.0139,0,61
531,0.108,-5.988,0.691,250786,NA,0.777,0.819,177.827,0.0094,0.369,6,0,1,61
532,0.36,NA,0.545,160586,4,NA,NA,NA,NA,NA,NA,0.00031,1,32
533,0.534,-9.266,0.582,158040,4,NA,NA,135.769,0.782,NA,0,0,1,68
534,NA,-5.151,NA,196664,NA,NA,NA,137.825,0.0111,0.0483,0,0.00182,1,9
535,0.105,-19.668,0.77,218800,4,0.353,NA,NA,NA,NA,7,5.85e-06,1,51
536,NA,-4.741,NA,209007,4,NA,0.715,179.982,NA,0.2,NA,NA,1,45
537,NA,NA,NA,NA,4,0.357,0.184,140.006,0.665,NA,1,0,0,61
538,0.252,NA,0.488,NA,4,0.576,0.379,91.032,NA,NA,8,1.18e-05,0,23
539,NA,-7.343,0.8,213400,NA,NA,NA,126.058,0.264,0.0924,10,NA,1,83
540,0.362,-11.111,0.391,226162,NA,NA,0.419,115.376,0.994,NA,1,0.301,NA,52
541,0.171,-6.971,NA,184880,4,0.483,0.533,104.506,0.49,0.0357,4,NA,NA,70
542,0.0969,-2.063,NA,NA,4,0.936,NA,126.015,0.0629,0.0543,2,0,1,68
543,NA,-7.513,NA,239880,4,NA,0.677,NA,NA,NA,3,NA,1,69
544,0.0751,-2.638,0.717,170649,4,0.962,0.918,NA,NA,NA,0,0,1,54
545,NA,-4.217,0.637,NA,4,0.782,0.911,127.996,0.0634,0.459,1,8.8e-05,NA,43
546,NA,NA,NA,107405,4,0.302,0.261,144.239,0.451,NA,6,NA,NA,48
547,0.361,-5.631,0.56,196480,NA,NA,0.885,NA,0.047,0.0363,NA,NA,NA,68
548,0.189,NA,NA,270714,NA,0.0564,0.789,150.007,0.00947,0.044,8,NA,1,91
549,NA,NA,NA,173375,NA,NA,NA,92.086,0.0278,0.483,0,0,1,55
550,0.141,-7.979,NA,230920,4,0.278,NA,NA,0.0837,0.0494,0,NA,1,63
551,0.331,NA,0.631,NA,4,0.466,0.835,NA,NA,NA,NA,NA,1,35
552,NA,-12.104,0.814,151687,4,0.419,0.254,130.05,0.929,NA,9,3.94e-05,0,44
553,0.178,-7.864,0.317,NA,3,0.463,0.587,184.959,NA,NA,NA,0,0,27
554,NA,-8.048,NA,NA,4,0.235,0.438,NA,0.302,0.371,1,NA,1,61
555,0.136,-9.127,NA,179404,4,0.376,0.387,NA,0.088,0.412,1,0,NA,96
556,NA,-6.991,NA,NA,NA,NA,0.646,NA,NA,NA,3,0.000114,0,56
557,0.103,NA,0.502,233280,4,0.348,0.43,NA,0.838,0.0288,NA,1.98e-06,NA,66
558,0.102,NA,0.476,NA,NA,0.187,0.811,147.08,NA,0.0337,7,NA,0,0
559,0.11,-7.048,0.537,242893,NA,0.582,0.606,128.73,0.0939,0.0347,2,NA,1,24
560,0.0955,NA,0.368,252973,3,0.445,0.516,NA,0.11,0.0348,NA,NA,0,54
561,NA,NA,0.8,204664,4,0.367,0.578,143.01,0.00381,0.0485,4,0,NA,92
562,0.268,-9.733,0.456,NA,4,0.657,0.514,138.377,0.462,NA,7,NA,0,37
563,0.562,NA,0.699,NA,4,0.434,NA,98.04,NA,NA,0,1.17e-05,NA,77
564,NA,NA,0.84,160760,4,0.188,NA,114.034,0.116,0.0602,1,NA,1,10
